ITEM;TimeStamp;Fecha-Hora;Temp2M;RH2M;PreS;Rain;;;
4044;;18/6/2023 11:00;10.83;78.06;70.26;0.03;;;
4045;;18/6/2023 12:00;11.42;75.94;70.23;0.03;;;
4046;;18/6/2023 13:00;11.59;75.03;70.18;0.03;;;
4047;;18/6/2023 14:00;11.49;74.97;70.13;0.03;;;
4048;;18/6/2023 15:00;11.02;76.28;70.08;0.03;;;
4049;;18/6/2023 16:00;10.01;79.77;70.07;0.03;;;
4050;;18/6/2023 17:00;8.4;86.5;70.07;0.02;;;
4051;;18/6/2023 18:00;6.76;96.42;70.07;0.02;;;
4052;;18/6/2023 19:00;6.46;96.72;70.09;0.02;;;
4053;;18/6/2023 20:00;5.97;96.51;70.12;0.02;;;
4054;;18/6/2023 21:00;5.51;96.84;70.15;0.02;;;
4055;;18/6/2023 22:00;5.23;96.88;70.17;0.02;;;
4056;;18/6/2023 23:00;5.09;97.07;70.17;0.02;;;
4057;;19/6/2023 0:00;5.15;97.26;70.15;0.02;;;
4058;;19/6/2023 1:00;5.14;97.03;70.11;0.02;;;
4059;;19/6/2023 2:00;5.03;97.1;70.08;0.02;;;
4060;;19/6/2023 3:00;4.97;97.37;70.08;0.02;;;
4061;;19/6/2023 4:00;5.01;97.76;70.09;0.02;;;
4062;;19/6/2023 5:00;5.16;98.43;70.12;0.02;;;
4063;;19/6/2023 6:00;5.7;97.53;70.15;0.03;;;
4064;;19/6/2023 7:00;7.44;91.54;70.2;0.0;;;
4065;;19/6/2023 8:00;9.64;83.37;70.24;0.0;;;
4066;;19/6/2023 9:00;11.64;75.93;70.26;0.0;;;
4067;;19/6/2023 10:00;12.82;72.52;70.27;0.0;;;
4068;;19/6/2023 11:00;13.36;72.03;70.26;0.0;;;
4069;;19/6/2023 12:00;13.48;72.1;70.23;0.0;;;
4070;;19/6/2023 13:00;13.34;72.13;70.19;0.0;;;
4071;;19/6/2023 14:00;13.1;72.26;70.15;0.01;;;
4072;;19/6/2023 15:00;12.36;74.27;70.11;0.01;;;
4073;;19/6/2023 16:00;11.34;76.87;70.11;0.01;;;
4074;;19/6/2023 17:00;9.66;83.77;70.12;0.01;;;
4075;;19/6/2023 18:00;7.42;96.23;70.13;0.01;;;
4076;;19/6/2023 19:00;7.09;96.02;70.15;0.01;;;
4077;;19/6/2023 20:00;6.31;97.85;70.18;0.0;;;
4078;;19/6/2023 21:00;5.8;99.1;70.2;0.0;;;
4079;;19/6/2023 22:00;5.58;98.79;70.21;0.0;;;
4080;;19/6/2023 23:00;5.43;98.18;70.19;0.0;;;
4081;;20/6/2023 0:00;5.27;99.22;70.15;0.0;;;
4082;;20/6/2023 1:00;5.29;99.89;70.1;0.0;;;
4083;;20/6/2023 2:00;5.49;98.95;70.06;0.0;;;
4084;;20/6/2023 3:00;5.61;98.6;70.05;0.0;;;
4085;;20/6/2023 4:00;5.7;98.97;70.06;0.0;;;
4086;;20/6/2023 5:00;5.82;99.52;70.08;0.0;;;
4087;;20/6/2023 6:00;6.34;98.25;70.11;0.0;;;
4088;;20/6/2023 7:00;8.19;91.84;70.15;0.06;;;
4089;;20/6/2023 8:00;10.26;85.63;70.18;0.06;;;
4090;;20/6/2023 9:00;12.59;77.91;70.2;0.06;;;
4091;;20/6/2023 10:00;13.98;73.58;70.19;0.06;;;
4092;;20/6/2023 11:00;14.75;71.58;70.17;0.07;;;
4093;;20/6/2023 12:00;15.25;69.53;70.13;0.09;;;
4094;;20/6/2023 13:00;15.33;68.68;70.08;0.12;;;
4095;;20/6/2023 14:00;14.98;69.08;70.03;0.15;;;
4096;;20/6/2023 15:00;14.23;71.4;70.01;0.17;;;
4097;;20/6/2023 16:00;12.99;76.45;70.02;0.18;;;
4098;;20/6/2023 17:00;11.37;85.42;70.05;0.18;;;
4099;;20/6/2023 18:00;9.5;97.01;70.08;0.17;;;
4100;;20/6/2023 19:00;9.09;99.29;70.11;0.13;;;
4101;;20/6/2023 20:00;8.94;98.98;70.15;0.09;;;
4102;;20/6/2023 21:00;8.5;100.0;70.16;0.07;;;
4103;;20/6/2023 22:00;8.25;100.0;70.15;0.05;;;
4104;;20/6/2023 23:00;8.02;99.7;70.1;0.06;;;
4105;;21/6/2023 0:00;7.83;99.46;70.06;0.09;;;
4106;;21/6/2023 1:00;7.59;99.67;70.02;0.11;;;
4107;;21/6/2023 2:00;7.45;99.85;70.01;0.11;;;
4108;;21/6/2023 3:00;7.29;99.97;70.01;0.1;;;
4109;;21/6/2023 4:00;7.22;99.83;70.03;0.09;;;
4110;;21/6/2023 5:00;7.21;99.71;70.06;0.08;;;
4111;;21/6/2023 6:00;7.49;98.6;70.07;0.07;;;
4112;;21/6/2023 7:00;9.2;92.04;70.11;2.47;;;
4113;;21/6/2023 8:00;10.88;85.62;70.14;3.53;;;
4114;;21/6/2023 9:00;12.5;79.16;70.15;3.56;;;
4115;;21/6/2023 10:00;13.5;75.39;70.16;3.7;;;
4116;;21/6/2023 11:00;14.19;72.56;70.16;3.21;;;
4117;;21/6/2023 12:00;14.59;70.59;70.11;3.07;;;
4118;;21/6/2023 13:00;14.63;69.81;70.05;3.4;;;
4119;;21/6/2023 14:00;14.34;70.0;70.01;3.37;;;
4120;;21/6/2023 15:00;13.7;71.88;69.98;3.06;;;
4121;;21/6/2023 16:00;12.61;76.5;69.98;2.64;;;
4122;;21/6/2023 17:00;11.08;85.42;70.0;2.37;;;
4123;;21/6/2023 18:00;9.03;97.17;70.04;2.5;;;
4124;;21/6/2023 19:00;8.53;99.68;70.08;1.93;;;
4125;;21/6/2023 20:00;8.34;99.31;70.13;0.9;;;
4126;;21/6/2023 21:00;7.99;98.83;70.16;0.56;;;
4127;;21/6/2023 22:00;7.44;98.63;70.16;0.42;;;
4128;;21/6/2023 23:00;6.81;99.72;70.17;0.47;;;
4129;;22/6/2023 0:00;6.3;100.0;70.15;0.64;;;
4130;;22/6/2023 1:00;6.08;100.0;70.1;0.84;;;
4131;;22/6/2023 2:00;5.97;99.78;70.06;0.97;;;
4132;;22/6/2023 3:00;5.93;99.06;70.04;1.0;;;
4133;;22/6/2023 4:00;5.99;98.42;70.05;1.09;;;
4134;;22/6/2023 5:00;6.06;97.98;70.07;1.27;;;
4135;;22/6/2023 6:00;6.63;96.86;70.1;1.57;;;
4136;;22/6/2023 7:00;8.17;93.93;70.15;3.14;;;
4137;;22/6/2023 8:00;9.58;91.52;70.2;4.04;;;
4138;;22/6/2023 9:00;11.02;86.61;70.22;4.71;;;
4139;;22/6/2023 10:00;12.73;78.8;70.21;4.26;;;
4140;;22/6/2023 11:00;14.0;73.01;70.19;3.94;;;
4141;;22/6/2023 12:00;14.67;70.4;70.16;3.74;;;
4142;;22/6/2023 13:00;14.94;69.07;70.1;3.47;;;
4143;;22/6/2023 14:00;14.86;68.46;70.05;3.32;;;
4144;;22/6/2023 15:00;14.26;69.84;70.03;2.97;;;
4145;;22/6/2023 16:00;13.18;75.02;70.05;3.46;;;
4146;;22/6/2023 17:00;11.79;84.16;70.08;4.6;;;
4147;;22/6/2023 18:00;9.75;96.38;70.13;5.48;;;
4148;;22/6/2023 19:00;9.06;99.58;70.18;5.18;;;
4149;;22/6/2023 20:00;8.65;99.66;70.22;4.56;;;
4150;;22/6/2023 21:00;8.44;98.99;70.23;3.64;;;
4151;;22/6/2023 22:00;8.02;98.11;70.23;3.23;;;
4152;;22/6/2023 23:00;7.55;97.42;70.21;2.89;;;
4153;;23/6/2023 0:00;6.92;97.41;70.18;2.89;;;
4154;;23/6/2023 1:00;6.31;97.9;70.13;3.01;;;
4155;;23/6/2023 2:00;6.34;97.42;70.1;3.57;;;
4156;;23/6/2023 3:00;6.24;97.14;70.08;3.38;;;
4157;;23/6/2023 4:00;6.25;96.85;70.09;2.57;;;
4158;;23/6/2023 5:00;6.24;96.83;70.11;1.97;;;
4159;;23/6/2023 6:00;6.63;96.58;70.14;1.73;;;
4160;;23/6/2023 7:00;8.32;92.83;70.2;2.47;;;
4161;;23/6/2023 8:00;9.83;88.86;70.25;1.89;;;
4162;;23/6/2023 9:00;11.53;81.49;70.26;2.33;;;
4163;;23/6/2023 10:00;12.73;74.83;70.25;3.04;;;
4164;;23/6/2023 11:00;13.45;71.29;70.23;3.13;;;
4165;;23/6/2023 12:00;13.88;69.43;70.19;3.03;;;
4166;;23/6/2023 13:00;13.97;68.63;70.14;2.76;;;
4167;;23/6/2023 14:00;13.78;68.72;70.09;2.25;;;
4168;;23/6/2023 15:00;13.21;70.05;70.06;2.07;;;
4169;;23/6/2023 16:00;12.36;72.82;70.06;2.06;;;
4170;;23/6/2023 17:00;10.99;81.61;70.07;2.2;;;
4171;;23/6/2023 18:00;9.08;93.66;70.11;2.47;;;
4172;;23/6/2023 19:00;8.53;96.49;70.17;2.17;;;
4173;;23/6/2023 20:00;8.39;96.78;70.23;1.3;;;
4174;;23/6/2023 21:00;7.98;96.86;70.26;1.07;;;
4175;;23/6/2023 22:00;7.45;96.75;70.26;0.64;;;
4176;;23/6/2023 23:00;6.82;96.83;70.25;0.63;;;
4177;;24/6/2023 0:00;6.08;96.97;70.21;0.55;;;
4178;;24/6/2023 1:00;5.59;96.81;70.16;0.48;;;
4179;;24/6/2023 2:00;5.09;96.23;70.12;0.34;;;
4180;;24/6/2023 3:00;4.54;95.48;70.1;0.29;;;
4181;;24/6/2023 4:00;3.98;94.92;70.11;0.23;;;
4182;;24/6/2023 5:00;3.37;94.95;70.13;0.2;;;
4183;;24/6/2023 6:00;3.87;93.9;70.15;0.25;;;
4184;;24/6/2023 7:00;7.21;83.08;70.18;1.2;;;
4185;;24/6/2023 8:00;9.35;77.97;70.22;2.18;;;
4186;;24/6/2023 9:00;10.95;73.15;70.25;3.42;;;
4187;;24/6/2023 10:00;12.2;70.64;70.24;4.5;;;
4188;;24/6/2023 11:00;12.95;69.84;70.22;5.81;;;
4189;;24/6/2023 12:00;13.33;69.33;70.18;8.56;;;
4190;;24/6/2023 13:00;13.58;69.16;70.13;10.7;;;
4191;;24/6/2023 14:00;13.6;69.31;70.09;10.32;;;
4192;;24/6/2023 15:00;13.21;70.7;70.05;9.49;;;
4193;;24/6/2023 16:00;12.33;74.66;70.05;9.57;;;
4194;;24/6/2023 17:00;10.99;83.05;70.08;10.88;;;
4195;;24/6/2023 18:00;9.08;95.31;70.12;10.76;;;
4196;;24/6/2023 19:00;8.27;98.82;70.17;9.76;;;
4197;;24/6/2023 20:00;7.89;100.0;70.22;6.73;;;
4198;;24/6/2023 21:00;7.56;100.0;70.24;4.69;;;
4199;;24/6/2023 22:00;7.28;100.0;70.25;3.64;;;
4200;;24/6/2023 23:00;7.03;99.76;70.24;3.27;;;
4201;;25/6/2023 0:00;6.67;99.57;70.19;3.76;;;
4202;;25/6/2023 1:00;6.3;99.5;70.14;4.36;;;
4203;;25/6/2023 2:00;5.95;99.36;70.1;6.16;;;
4204;;25/6/2023 3:00;5.66;99.03;70.08;6.73;;;
4205;;25/6/2023 4:00;5.44;98.7;70.08;7.1;;;
4206;;25/6/2023 5:00;5.35;98.09;70.09;6.51;;;
4207;;25/6/2023 6:00;5.86;96.76;70.12;5.68;;;
4208;;25/6/2023 7:00;7.64;92.28;70.17;2.21;;;
4209;;25/6/2023 8:00;9.24;88.11;70.22;2.37;;;
4210;;25/6/2023 9:00;10.51;82.36;70.25;2.48;;;
4211;;25/6/2023 10:00;11.33;78.34;70.26;2.59;;;
4212;;25/6/2023 11:00;11.75;75.7;70.26;2.6;;;
4213;;25/6/2023 12:00;12.13;73.31;70.22;2.59;;;
4214;;25/6/2023 13:00;12.41;71.76;70.16;2.64;;;
4215;;25/6/2023 14:00;12.36;71.92;70.09;2.62;;;
4216;;25/6/2023 15:00;11.91;73.73;70.06;2.72;;;
4217;;25/6/2023 16:00;11.01;77.83;70.06;2.44;;;
4218;;25/6/2023 17:00;9.72;85.79;70.08;2.13;;;
4219;;25/6/2023 18:00;8.19;95.18;70.11;1.97;;;
4220;;25/6/2023 19:00;7.69;97.8;70.16;2.0;;;
4221;;25/6/2023 20:00;7.6;97.93;70.21;1.97;;;
4222;;25/6/2023 21:00;7.31;97.99;70.25;1.69;;;
4223;;25/6/2023 22:00;7.03;97.91;70.27;1.47;;;
4224;;25/6/2023 23:00;6.58;97.76;70.26;1.2;;;
4225;;26/6/2023 0:00;6.13;97.35;70.22;1.18;;;
4226;;26/6/2023 1:00;5.73;97.08;70.15;1.21;;;
4227;;26/6/2023 2:00;5.44;96.64;70.11;1.23;;;
4228;;26/6/2023 3:00;5.2;95.97;70.09;1.4;;;
4229;;26/6/2023 4:00;4.94;95.54;70.1;1.62;;;
4230;;26/6/2023 5:00;4.93;94.87;70.12;1.71;;;
4231;;26/6/2023 6:00;5.46;94.2;70.15;1.77;;;
4232;;26/6/2023 7:00;7.42;89.29;70.2;3.29;;;
4233;;26/6/2023 8:00;9.08;86.98;70.25;4.48;;;
4234;;26/6/2023 9:00;10.53;82.71;70.27;7.2;;;
4235;;26/6/2023 10:00;11.58;78.62;70.28;10.22;;;
4236;;26/6/2023 11:00;12.19;75.82;70.26;12.28;;;
4237;;26/6/2023 12:00;12.54;73.98;70.23;13.76;;;
4238;;26/6/2023 13:00;12.58;73.79;70.16;12.52;;;
4239;;26/6/2023 14:00;12.52;74.01;70.09;10.55;;;
4240;;26/6/2023 15:00;12.13;75.41;70.05;8.15;;;
4241;;26/6/2023 16:00;11.22;79.42;70.05;5.7;;;
4242;;26/6/2023 17:00;9.92;87.0;70.06;4.48;;;
4243;;26/6/2023 18:00;8.35;96.57;70.1;4.95;;;
4244;;26/6/2023 19:00;7.7;99.63;70.15;4.15;;;
4245;;26/6/2023 20:00;7.47;99.56;70.21;2.41;;;
4246;;26/6/2023 21:00;7.08;100.0;70.25;1.25;;;
4247;;26/6/2023 22:00;6.61;100.0;70.26;1.15;;;
4248;;26/6/2023 23:00;6.11;99.78;70.25;0.67;;;
4249;;27/6/2023 0:00;5.35;100.0;70.2;0.55;;;
4250;;27/6/2023 1:00;4.8;100.0;70.13;0.55;;;
4251;;27/6/2023 2:00;4.46;100.0;70.08;0.51;;;
4252;;27/6/2023 3:00;4.2;100.0;70.07;0.42;;;
4253;;27/6/2023 4:00;3.98;99.81;70.07;0.38;;;
4254;;27/6/2023 5:00;3.8;99.29;70.08;0.33;;;
4255;;27/6/2023 6:00;4.53;97.66;70.1;0.27;;;
4256;;27/6/2023 7:00;7.4;91.4;70.15;0.02;;;
4257;;27/6/2023 8:00;9.56;85.92;70.19;0.01;;;
4258;;27/6/2023 9:00;11.61;77.34;70.22;0.02;;;
4259;;27/6/2023 10:00;12.96;71.45;70.23;0.03;;;
4260;;27/6/2023 11:00;13.49;69.59;70.22;0.06;;;
4261;;27/6/2023 12:00;13.74;68.78;70.18;0.1;;;
4262;;27/6/2023 13:00;13.88;68.3;70.12;0.12;;;
4263;;27/6/2023 14:00;13.81;68.41;70.05;0.13;;;
4264;;27/6/2023 15:00;13.4;70.14;70.0;0.13;;;
4265;;27/6/2023 16:00;12.65;73.13;70.0;0.12;;;
4266;;27/6/2023 17:00;11.31;80.74;70.02;0.12;;;
4267;;27/6/2023 18:00;9.06;94.01;70.06;0.12;;;
4268;;27/6/2023 19:00;8.21;98.73;70.11;0.11;;;
4269;;27/6/2023 20:00;7.84;99.74;70.15;0.09;;;
4270;;27/6/2023 21:00;7.32;100.0;70.19;0.06;;;
4271;;27/6/2023 22:00;6.44;100.0;70.21;0.05;;;
4272;;27/6/2023 23:00;5.83;100.0;70.2;0.03;;;
4273;;28/6/2023 0:00;5.29;100.0;70.16;0.03;;;
4274;;28/6/2023 1:00;4.9;100.0;70.1;0.02;;;
4275;;28/6/2023 2:00;4.64;100.0;70.04;0.02;;;
4276;;28/6/2023 3:00;4.2;100.0;70.02;0.02;;;
4277;;28/6/2023 4:00;3.81;100.0;70.05;0.02;;;
4278;;28/6/2023 5:00;3.59;100.0;70.09;0.02;;;
4279;;28/6/2023 6:00;4.28;98.88;70.12;0.02;;;
4280;;28/6/2023 7:00;7.32;83.96;70.16;0.38;;;
4281;;28/6/2023 8:00;10.1;72.39;70.2;0.41;;;
4282;;28/6/2023 9:00;12.25;66.22;70.21;0.59;;;
4283;;28/6/2023 10:00;13.49;64.82;70.22;0.87;;;
4284;;28/6/2023 11:00;13.72;66.26;70.2;1.26;;;
4285;;28/6/2023 12:00;13.57;67.8;70.16;1.63;;;
4286;;28/6/2023 13:00;13.58;68.42;70.1;1.88;;;
4287;;28/6/2023 14:00;13.51;68.88;70.04;1.92;;;
4288;;28/6/2023 15:00;13.11;70.74;70.0;2.09;;;
4289;;28/6/2023 16:00;12.18;75.11;70.0;2.78;;;
4290;;28/6/2023 17:00;10.71;83.24;70.01;4.02;;;
4291;;28/6/2023 18:00;8.55;95.28;70.04;4.66;;;
4292;;28/6/2023 19:00;7.92;98.15;70.07;4.67;;;
4293;;28/6/2023 20:00;7.63;97.93;70.12;4.99;;;
4294;;28/6/2023 21:00;7.21;97.11;70.15;4.37;;;
4295;;28/6/2023 22:00;6.68;97.09;70.17;4.6;;;
4296;;28/6/2023 23:00;6.28;97.22;70.17;5.69;;;
4297;;29/6/2023 0:00;6.01;96.87;70.15;5.72;;;
4298;;29/6/2023 1:00;5.92;96.58;70.1;5.49;;;
4299;;29/6/2023 2:00;6.18;96.33;70.06;5.12;;;
4300;;29/6/2023 3:00;6.51;96.55;70.04;4.85;;;
4301;;29/6/2023 4:00;6.72;97.0;70.05;5.2;;;
4302;;29/6/2023 5:00;6.92;97.28;70.08;6.0;;;
4303;;29/6/2023 6:00;7.31;97.04;70.11;7.06;;;
4304;;29/6/2023 7:00;8.64;95.17;70.16;0.65;;;
4305;;29/6/2023 8:00;10.15;90.98;70.22;0.69;;;
4306;;29/6/2023 9:00;11.53;84.58;70.24;0.71;;;
4307;;29/6/2023 10:00;12.72;78.58;70.24;0.8;;;
4308;;29/6/2023 11:00;13.55;74.42;70.23;0.94;;;
4309;;29/6/2023 12:00;13.72;72.99;70.19;1.01;;;
4310;;29/6/2023 13:00;13.89;72.26;70.12;1.04;;;
4311;;29/6/2023 14:00;13.69;72.72;70.06;1.03;;;
4312;;29/6/2023 15:00;13.11;74.82;70.02;0.96;;;
4313;;29/6/2023 16:00;12.17;79.1;70.02;0.75;;;
4314;;29/6/2023 17:00;10.69;86.67;70.03;0.57;;;
4315;;29/6/2023 18:00;9.12;96.04;70.06;0.52;;;
4316;;29/6/2023 19:00;8.72;98.34;70.11;0.48;;;
4317;;29/6/2023 20:00;8.56;97.88;70.16;0.5;;;
4318;;29/6/2023 21:00;8.17;98.3;70.2;0.53;;;
4319;;29/6/2023 22:00;7.83;98.0;70.21;0.57;;;
4320;;29/6/2023 23:00;7.5;97.96;70.21;0.6;;;
4321;;30/6/2023 0:00;7.23;97.76;70.17;0.62;;;
4322;;30/6/2023 1:00;7.07;97.54;70.11;0.64;;;
4323;;30/6/2023 2:00;7.08;97.3;70.07;0.65;;;
4324;;30/6/2023 3:00;7.16;97.3;70.05;0.68;;;
4325;;30/6/2023 4:00;7.3;97.48;70.07;0.73;;;
4326;;30/6/2023 5:00;7.46;97.42;70.09;0.79;;;
4327;;30/6/2023 6:00;7.8;96.92;70.12;0.84;;;
4328;;30/6/2023 7:00;8.93;93.92;70.17;7.96;;;
4329;;30/6/2023 8:00;10.16;89.48;70.21;8.37;;;
4330;;30/6/2023 9:00;11.56;83.1;70.24;7.81;;;
4331;;30/6/2023 10:00;12.52;78.24;70.24;7.2;;;
4332;;30/6/2023 11:00;13.03;75.36;70.24;6.29;;;
4333;;30/6/2023 12:00;13.33;73.57;70.2;5.26;;;
4334;;30/6/2023 13:00;13.42;72.78;70.13;4.41;;;
4335;;30/6/2023 14:00;13.06;73.78;70.07;4.31;;;
4336;;30/6/2023 15:00;12.42;76.2;70.03;4.26;;;
4337;;30/6/2023 16:00;11.32;80.69;70.02;3.63;;;
4338;;30/6/2023 17:00;9.95;87.34;70.04;2.67;;;
4339;;30/6/2023 18:00;8.54;95.71;70.08;2.1;;;
4340;;30/6/2023 19:00;8.11;97.38;70.14;1.43;;;
4341;;30/6/2023 20:00;7.76;97.26;70.18;1.04;;;
4342;;30/6/2023 21:00;7.43;97.04;70.22;1.01;;;
4343;;30/6/2023 22:00;7.14;97.03;70.24;1.0;;;
4344;;30/6/2023 23:00;6.87;96.93;70.23;0.97;;;
4345;;1/7/2023 0:00;6.57;96.36;70.19;1.02;;;
4346;;1/7/2023 1:00;6.25;95.85;70.14;1.01;;;
4347;;1/7/2023 2:00;5.93;95.78;70.09;0.95;;;
4348;;1/7/2023 3:00;5.66;95.86;70.08;0.92;;;
4349;;1/7/2023 4:00;5.33;96.34;70.08;0.96;;;
4350;;1/7/2023 5:00;5.37;96.34;70.1;1.04;;;
4351;;1/7/2023 6:00;5.91;95.59;70.12;1.09;;;
4352;;1/7/2023 7:00;7.4;92.83;70.16;0.22;;;
4353;;1/7/2023 8:00;9.08;88.57;70.2;0.28;;;
4354;;1/7/2023 9:00;10.97;81.64;70.23;0.34;;;
4355;;1/7/2023 10:00;12.36;76.26;70.23;0.35;;;
4356;;1/7/2023 11:00;13.38;72.76;70.21;0.36;;;
4357;;1/7/2023 12:00;13.94;70.61;70.18;0.37;;;
4358;;1/7/2023 13:00;14.31;68.89;70.12;0.36;;;
4359;;1/7/2023 14:00;14.35;68.18;70.07;0.34;;;
4360;;1/7/2023 15:00;13.84;69.32;70.04;0.31;;;
4361;;1/7/2023 16:00;13.02;72.09;70.05;0.26;;;
4362;;1/7/2023 17:00;11.53;80.61;70.06;0.23;;;
4363;;1/7/2023 18:00;9.18;94.45;70.1;0.23;;;
4364;;1/7/2023 19:00;8.38;99.45;70.13;0.21;;;
4365;;1/7/2023 20:00;8.07;100.0;70.17;0.18;;;
4366;;1/7/2023 21:00;7.71;100.0;70.19;0.18;;;
4367;;1/7/2023 22:00;7.25;99.32;70.2;0.19;;;
4368;;1/7/2023 23:00;6.58;100.0;70.21;0.16;;;
4369;;2/7/2023 0:00;6.27;99.3;70.18;0.15;;;
4370;;2/7/2023 1:00;5.88;99.29;70.13;0.16;;;
4371;;2/7/2023 2:00;5.53;99.45;70.09;0.16;;;
4372;;2/7/2023 3:00;5.18;100.0;70.07;0.15;;;
4373;;2/7/2023 4:00;5.02;100.0;70.08;0.15;;;
4374;;2/7/2023 5:00;4.88;100.0;70.1;0.14;;;
4375;;2/7/2023 6:00;5.37;98.12;70.12;0.11;;;
4376;;2/7/2023 7:00;7.94;87.89;70.15;0.94;;;
4377;;2/7/2023 8:00;10.01;80.92;70.2;1.19;;;
4378;;2/7/2023 9:00;11.84;74.17;70.23;1.56;;;
4379;;2/7/2023 10:00;12.85;70.99;70.24;1.78;;;
4380;;2/7/2023 11:00;13.51;69.21;70.22;2.08;;;
4381;;2/7/2023 12:00;14.01;67.93;70.19;2.53;;;
4382;;2/7/2023 13:00;14.16;67.5;70.13;3.03;;;
4383;;2/7/2023 14:00;13.88;68.61;70.07;3.9;;;
4384;;2/7/2023 15:00;13.27;71.28;70.04;4.45;;;
4385;;2/7/2023 16:00;12.28;75.83;70.04;3.45;;;
4386;;2/7/2023 17:00;11.03;83.22;70.05;1.81;;;
4387;;2/7/2023 18:00;9.29;94.48;70.07;1.14;;;
4388;;2/7/2023 19:00;8.31;98.78;70.12;0.79;;;
4389;;2/7/2023 20:00;7.8;100.0;70.17;0.55;;;
4390;;2/7/2023 21:00;7.51;100.0;70.22;0.58;;;
4391;;2/7/2023 22:00;7.21;100.0;70.25;0.58;;;
4392;;2/7/2023 23:00;6.94;100.0;70.25;0.43;;;
4393;;3/7/2023 0:00;6.71;100.0;70.23;0.25;;;
4394;;3/7/2023 1:00;6.39;100.0;70.19;0.17;;;
4395;;3/7/2023 2:00;6.05;100.0;70.15;0.16;;;
4396;;3/7/2023 3:00;5.87;100.0;70.13;0.21;;;
4397;;3/7/2023 4:00;5.64;100.0;70.12;0.19;;;
4398;;3/7/2023 5:00;5.31;100.0;70.14;0.21;;;
4399;;3/7/2023 6:00;5.77;97.06;70.16;0.24;;;
4400;;3/7/2023 7:00;7.95;86.54;70.21;0.17;;;
4401;;3/7/2023 8:00;10.7;77.34;70.25;0.14;;;
4402;;3/7/2023 9:00;12.83;72.26;70.28;0.28;;;
4403;;3/7/2023 10:00;14.17;68.92;70.29;0.64;;;
4404;;3/7/2023 11:00;14.36;69.01;70.27;1.27;;;
4405;;3/7/2023 12:00;14.51;69.59;70.23;2.11;;;
4406;;3/7/2023 13:00;14.62;70.44;70.17;2.99;;;
4407;;3/7/2023 14:00;14.48;72.03;70.11;3.44;;;
4408;;3/7/2023 15:00;13.99;74.54;70.08;3.69;;;
4409;;3/7/2023 16:00;13.0;79.44;70.09;3.38;;;
4410;;3/7/2023 17:00;11.76;87.02;70.11;2.44;;;
4411;;3/7/2023 18:00;10.03;97.06;70.15;1.57;;;
4412;;3/7/2023 19:00;9.29;100.0;70.21;1.16;;;
4413;;3/7/2023 20:00;9.09;99.89;70.27;0.79;;;
4414;;3/7/2023 21:00;9.05;98.58;70.31;0.69;;;
4415;;3/7/2023 22:00;8.85;98.4;70.35;0.64;;;
4416;;3/7/2023 23:00;8.48;98.99;70.35;0.62;;;
4417;;4/7/2023 0:00;8.18;99.34;70.32;0.53;;;
4418;;4/7/2023 1:00;7.81;99.9;70.27;0.44;;;
4419;;4/7/2023 2:00;7.29;100.0;70.22;0.33;;;
4420;;4/7/2023 3:00;6.65;100.0;70.18;0.18;;;
4421;;4/7/2023 4:00;6.06;100.0;70.17;0.17;;;
4422;;4/7/2023 5:00;5.5;100.0;70.17;0.14;;;
4423;;4/7/2023 6:00;5.93;100.0;70.2;0.12;;;
4424;;4/7/2023 7:00;8.82;90.51;70.26;0.2;;;
4425;;4/7/2023 8:00;11.01;82.46;70.32;0.42;;;
4426;;4/7/2023 9:00;12.56;77.16;70.35;1.27;;;
4427;;4/7/2023 10:00;13.99;72.87;70.35;1.86;;;
4428;;4/7/2023 11:00;14.8;70.11;70.32;2.34;;;
4429;;4/7/2023 12:00;15.42;68.02;70.27;2.76;;;
4430;;4/7/2023 13:00;15.62;67.77;70.2;3.65;;;
4431;;4/7/2023 14:00;15.38;69.14;70.13;6.13;;;
4432;;4/7/2023 15:00;14.37;73.69;70.1;9.59;;;
4433;;4/7/2023 16:00;13.21;79.7;70.11;10.93;;;
4434;;4/7/2023 17:00;12.0;87.99;70.14;12.8;;;
4435;;4/7/2023 18:00;10.39;97.09;70.18;11.67;;;
4436;;4/7/2023 19:00;9.51;100.0;70.23;9.26;;;
4437;;4/7/2023 20:00;9.05;100.0;70.29;6.73;;;
4438;;4/7/2023 21:00;8.63;100.0;70.32;4.3;;;
4439;;4/7/2023 22:00;8.32;100.0;70.33;2.95;;;
4440;;4/7/2023 23:00;7.89;99.75;70.33;2.12;;;
4441;;5/7/2023 0:00;7.51;99.32;70.3;2.01;;;
4442;;5/7/2023 1:00;7.37;98.7;70.26;2.17;;;
4443;;5/7/2023 2:00;7.3;98.15;70.23;3.0;;;
4444;;5/7/2023 3:00;7.25;97.58;70.21;2.82;;;
4445;;5/7/2023 4:00;7.1;96.81;70.21;1.75;;;
4446;;5/7/2023 5:00;6.79;96.76;70.22;1.32;;;
4447;;5/7/2023 6:00;7.13;96.66;70.24;1.5;;;
4448;;5/7/2023 7:00;9.19;92.51;70.27;5.97;;;
4449;;5/7/2023 8:00;10.97;88.88;70.3;9.09;;;
4450;;5/7/2023 9:00;12.8;81.57;70.31;9.96;;;
4451;;5/7/2023 10:00;14.37;74.78;70.29;14.52;;;
4452;;5/7/2023 11:00;15.4;70.52;70.26;21.53;;;
4453;;5/7/2023 12:00;16.05;68.5;70.2;26.81;;;
